title,description,primary_instructor,subject,catalog_number,label_term,section,sub_title,credits,requirements_distribution,other,advisory_prerequisites,other_course_info,repeatability,consent
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Jerdee,Maximilian",PHYSICS,151,"Fall 2021, ",Section 021,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Jerdee,Maximilian",PHYSICS,151,"Fall 2021, ",Section 022,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Zhang,Lei",PHYSICS,151,"Fall 2021, ",Section 023,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Hofer,Dustyn Dean",PHYSICS,151,"Fall 2021, ",Section 024,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Hofer,Dustyn Dean",PHYSICS,151,"Fall 2021, ",Section 025,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Jerdee,Maximilian",PHYSICS,151,"Fall 2021, ",Section 030,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Jerdee,Maximilian",PHYSICS,151,"Fall 2021, ",Section 031,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Hernandez,Miguel Angelo",PHYSICS,151,"Fall 2021, ",Section 032,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Hernandez,Miguel Angelo",PHYSICS,151,"Fall 2021, ",Section 033,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Zhang,Lei",PHYSICS,151,"Fall 2021, ",Section 040,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Zhang,Lei",PHYSICS,151,"Fall 2021, ",Section 041,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Saskowski,Robert",PHYSICS,151,"Fall 2021, ",Section 042,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Willard,Patrick",PHYSICS,151,"Fall 2021, ",Section 043,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Willard,Patrick",PHYSICS,151,"Fall 2021, ",Section 060,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Saskowski,Robert",PHYSICS,151,"Fall 2021, ",Section 061,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","Zhang,Lei",PHYSICS,151,"Fall 2021, ",Section 062,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Physics for the Life Sciences Laboratory I,"BIOPHYSICS/PHYSICS 151 is a two-hour weekly laboratory designed to accompany PHYSICS 150. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on theory. The course material is focused on understanding the principles of classical mechanics.","McCusker,Daniel",PHYSICS,151,"Fall 2021, ",Section 063,,1,"BS, NS",,Concurrent election with BIOPHYS/PHYSICS 150 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Honors Physics I,"PHYSICS 160 covers the fundamental principles of mechanics using a modern perspective and is intended for students who have had significant exposure to physics at the high school level and/or have AP credit for physics. It emphasizes the applicability of these laws in systems ranging from binary stars to nuclear collisions. This class will be different, and more interesting, than any physics course you have taken yet.","Orr,Bradford G",PHYSICS,160,"Fall 2021, ",Section 001,,4,"BS, NS, QR/1",Honors,"MATH 115, 120, 185 or 295. Students should elect PHYSICS 161 or 141 concurrently.",,May not be repeated for credit.,
Honors Introductory Mechanics Lab,"PHYSICS 161 is a three-hour weekly laboratory designed to accompany PHYSICS 160.  

This lab introduces students to the core concepts of physics, namely careful observations, both quantitative and qualitative, followed by comparison with appropriate mathematical models that serve as the basis for descriptive interpretation. Course material is focused on developing a good understanding of the concepts and principles of Newtonian mechanics while providing sophisticated experiments for demonstrating the validity of these fundamental paradigms.  Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Short web-based quizzes are used to encourage students to prepare for each class by reading the lab manual. Students are expected to complete 10 experiments in this course.Intended Audience:
This course is aimed at students with a strong intellectual interest in physics who are likely to major in the physical sciences. 
Class Format:Three hours per week in a lab classroom. Taught by the Faculty Lab Coordinator. 
","Ma,Taigao",PHYSICS,161,"Fall 2021, ",Section 001,,1,"BS, NS",Honors,Concurrent election with PHYSICS 160 strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Honors Introductory Mechanics Lab,"PHYSICS 161 is a three-hour weekly laboratory designed to accompany PHYSICS 160.  

This lab introduces students to the core concepts of physics, namely careful observations, both quantitative and qualitative, followed by comparison with appropriate mathematical models that serve as the basis for descriptive interpretation. Course material is focused on developing a good understanding of the concepts and principles of Newtonian mechanics while providing sophisticated experiments for demonstrating the validity of these fundamental paradigms.  Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Short web-based quizzes are used to encourage students to prepare for each class by reading the lab manual. Students are expected to complete 10 experiments in this course.Intended Audience:
This course is aimed at students with a strong intellectual interest in physics who are likely to major in the physical sciences. 
Class Format:Three hours per week in a lab classroom. Taught by the Faculty Lab Coordinator. 
","Lorenzon,Wolfgang B",PHYSICS,161,"Fall 2021, ",Section 002,,1,"BS, NS",Honors,Concurrent election with PHYSICS 160 strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Honors Introductory Mechanics Lab,"PHYSICS 161 is a three-hour weekly laboratory designed to accompany PHYSICS 160.  

This lab introduces students to the core concepts of physics, namely careful observations, both quantitative and qualitative, followed by comparison with appropriate mathematical models that serve as the basis for descriptive interpretation. Course material is focused on developing a good understanding of the concepts and principles of Newtonian mechanics while providing sophisticated experiments for demonstrating the validity of these fundamental paradigms.  Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Short web-based quizzes are used to encourage students to prepare for each class by reading the lab manual. Students are expected to complete 10 experiments in this course.Intended Audience:
This course is aimed at students with a strong intellectual interest in physics who are likely to major in the physical sciences. 
Class Format:Three hours per week in a lab classroom. Taught by the Faculty Lab Coordinator. 
","Noorali, Raziq  ",PHYSICS,161,"Fall 2021, ",Section 003,,1,"BS, NS",Honors,Concurrent election with PHYSICS 160 strongly recommended.,,May not be repeated for credit.,With permission of instructor.
"The Physical Universe: An Introduction to Modern Physics, Astrophysics, and Cosmology","This course divides the cosmos into four scales of astrophysical inquiry  —  the whole universe, galaxies, stars, and planets. In addition to providing windows to view the operations of nature, each of these astronomical entities experience life cycles, beginning with a birth event and ending with death-like closure. This course shows how this cosmic evolution is driven by the basic laws of physics. 

All parts of this course will be guided by the scientific method, and will emphasize how the key concepts have been experimentally verified, the degree of uncertainty in the current measurements, and what types of changes (both large and small) might be expected with future observations. The course will teach the students that physics not only increases our understanding and appreciation of the universe, but will also show how past advances in physics have led to useful/practical technologies.Course Requirements:The course will require reading assignments, participation in lecture/discussion, homework assignments, and exams. More specifically, reading will be assigned before each class meeting, which will consist of a one-hour lecture and a half-hour discussion period (the class meets twice a week for 1.5 hours per meeting). The course will also have (approximately) weekly homework assignments that are based on the reading and lecture. These assignments will consist of straightforward physics problems that follow the course material. The course will also have both a midterm exam and a final exam. 
The proposed weighting for the grades are as follows: 

 Homework assignments (35 percent) 
 Midterm Exam (30 percent) 
 Final Exam (35 percent) 
Intended Audience:Undergraduate students at all levels of their academic career. 
Class Format:The class will consist of a one hour lecture and a half hour discussion period (the class meets twice a week for 1.5 hours per meeting).
","Adams,Fred C",PHYSICS,169,"Fall 2021, ",Section 001,,3,"BS, NS, QR/1",,High school mathematics.,,May not be repeated for credit.,
Energy for our Future,"Energy and energy policy is becoming an increasingly important component of our civilization. We explore the physics, politics, economics, and environmental impact of the production, distribution, and use of known sources of energy including fossil fuels, nuclear, wind, solar, geothermal, and hydroelectric. Students work in groups to craft viable energy plans for the future weighing cost, environmental and human risk, and larger geopolitical impacts. Written reports, based on these plans are distributed to the class and groups defend their plans in front of the class.","Tarle,Gregory",PHYSICS,210,"Fall 2021, ",Section 001,,3,"BS, NS",,,,May not be repeated for credit.,
General Physics II,"PHYSICS 240 is a continuation of PHYSICS 140, and covers topics in electricity and magnetism: charge, Coulomb's law, electric fields, Gauss' law, electric potential, capacitors and dielectrics, current and resistance, EMF and circuits, magnetic fields, Biot-Savart law, Amperes law, Faraday's Law of Induction, simple AC circuits, and electromagnetic waves. PHYSICS 240 students should elect PHYSICS 241 (lab).
Course Requirements:The course grade is based on homework, class participation, six in-class quizzes, and a final exam.Class Format: PHYSICS 240-003 is a studio-style class with Monday and Wednesday meetings being a traditional lecture and Tuesday and Thursday meetings being a studio section. PHYSICS 240-003 will have evening exams on Tuesdays from 6-8p. The tentative exam dates are October 12, 2021, and November 16, 2021.","Winn,David Jerome",PHYSICS,240,"Fall 2021, ",Section 001,,4,"BS, NS, QR/1",,"PHYSICS 140 or 160; and MATH 116, 121, 156, 186, or 296.  Students should elect PHYSICS 241 concurrently.",,May not be repeated for credit.,With permission of instructor.
General Physics II,"PHYSICS 240 is a continuation of PHYSICS 140, and covers topics in electricity and magnetism: charge, Coulomb's law, electric fields, Gauss' law, electric potential, capacitors and dielectrics, current and resistance, EMF and circuits, magnetic fields, Biot-Savart law, Amperes law, Faraday's Law of Induction, simple AC circuits, and electromagnetic waves. PHYSICS 240 students should elect PHYSICS 241 (lab).
Course Requirements:The course grade is based on homework, class participation, six in-class quizzes, and a final exam.Class Format: PHYSICS 240-003 is a studio-style class with Monday and Wednesday meetings being a traditional lecture and Tuesday and Thursday meetings being a studio section. PHYSICS 240-003 will have evening exams on Tuesdays from 6-8p. The tentative exam dates are October 12, 2021, and November 16, 2021.","Winn,David Jerome",PHYSICS,240,"Fall 2021, ",Section 002,,4,"BS, NS, QR/1",,"PHYSICS 140 or 160; and MATH 116, 121, 156, 186, or 296.  Students should elect PHYSICS 241 concurrently.",,May not be repeated for credit.,With permission of instructor.
General Physics II,"PHYSICS 240 is a continuation of PHYSICS 140, and covers topics in electricity and magnetism: charge, Coulomb's law, electric fields, Gauss' law, electric potential, capacitors and dielectrics, current and resistance, EMF and circuits, magnetic fields, Biot-Savart law, Amperes law, Faraday's Law of Induction, simple AC circuits, and electromagnetic waves. PHYSICS 240 students should elect PHYSICS 241 (lab).
Course Requirements:The course grade is based on homework, class participation, six in-class quizzes, and a final exam.Class Format: PHYSICS 240-003 is a studio-style class with Monday and Wednesday meetings being a traditional lecture and Tuesday and Thursday meetings being a studio section. PHYSICS 240-003 will have evening exams on Tuesdays from 6-8p. The tentative exam dates are October 12, 2021, and November 16, 2021.","Schwarz,Thomas Andrew",PHYSICS,240,"Fall 2021, ",Section 003,,4,"BS, NS, QR/1",,"PHYSICS 140 or 160; and MATH 116, 121, 156, 186, or 296.  Students should elect PHYSICS 241 concurrently.",,May not be repeated for credit.,
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Whitcomb, Morgan  ",PHYSICS,241,"Fall 2021, ",Section 022,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Aljamal,Eddie",PHYSICS,241,"Fall 2021, ",Section 023,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Loomis,Devon",PHYSICS,241,"Fall 2021, ",Section 024,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Loomis,Devon",PHYSICS,241,"Fall 2021, ",Section 030,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Kelley,Liam John",PHYSICS,241,"Fall 2021, ",Section 031,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
Elementary Laboratory II,"PHYSICS 241 is a two-hour weekly laboratory designed to accompany PHYSICS 240. This lab introduces students to experimental methods in science. Students make observations, analyze their data and compare their results to predictions based on the standard laws of physics. The course material is focused on understanding the principles of electricity and magnetism, including circuits and electrical devices.

First Lab Policy:
Attendance for the first lab is mandatory. If you have an extenuating circumstance, you must communicate with your lab instructor prior to the start of the first lab. Students who do not attend the first lab without contacting the lab instructor in advance will be dropped from their section.
Make-Up Lab Policy:
Lab attendance is mandatory. Make-ups are given only in rare cases for specific, documented reasons. These include medical reasons, family emergencies, religious holidays, and official University of Michigan sponsored events. Except for emergency situations, permission for make-ups need to be obtained prior to the event. Note that students who have to do a make-up lab must often work alone and generally do worse than those who attend the regular class session. Therefore, students should choose a lab section with the least number of predetermined conflicts, preferably none.Course Requirements:Students are graded on in-class performance and laboratory reports submitted at the end of each lab period. Students are expected to complete 10 experiments in this course.Intended Audience:This laboratory is intended for students interested in the physical sciences or Engineering and who are taking the 140/240 course sequence.
Spring 2021 Course Information:
This course welcomes entirely online participation.Class Format:Two hours a week in a laboratory classroom. There are ten stations in the classroom, and students work in groups of two.

Spring 2021 Course Information:
Instruction mode: As a DC (Distance due to COVID) course, this course will be fully compatible with remote online learning.
Learning mode: This course will be synchronous. 
Testing format: Each lab will be start with a short quiz that will be administered and submitted via Canvas during the first 5 minutes of the designated lab period. There will be no midterm or final exams.
Additional information from the instructor: This laboratory course has been redesigned for the online environment. You will be provided with videos of the experiment function and you will analyze the data in small groups with other students. Students will be introduced to Python in order to perform the computational components of the lab.","Whitcomb, Morgan  ",PHYSICS,241,"Fall 2021, ",Section 032,,1,"BS, NS",,Concurrent election with PHYSICS 240 or 260 is strongly recommended.,,May not be repeated for credit.,With permission of instructor.
